school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason_home,reason_reputation,reason_course,reason_other,guardian_mother,guardian_father,guardian_other,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,grade_above_avg
0,0,18,1,0,1,0.4,0.4,1,1,0,0,1,0,0,1,0,0.3333,0.6667,0.0,0,0,0,0,1,1,1,1,1.0,0.75,1.0,0.0,0.75,0.5,0.0,1
1,1,16,1,1,1,0.8,0.8,1,1,0,0,0,1,1,0,0,0.0,0.0,0.0,1,1,0,1,1,1,1,0,0.75,1.0,1.0,1.0,1.0,0.75,0.129,0
1,0,17,1,1,1,0.4,0.4,1,1,0,0,1,0,1,0,0,0.0,0.3333,0.0,0,1,0,0,0,1,1,0,1.0,0.75,1.0,0.0,0.25,1.0,0.129,1
1,1,18,1,1,1,0.8,0.8,1,1,1,0,0,0,1,0,0,0.3333,0.0,0.0,0,0,0,1,1,1,1,0,0.5,0.25,0.75,0.0,0.75,0.5,0.0645,0
0,1,16,0,1,1,0.6,0.4,1,1,0,0,1,0,0,1,0,0.3333,0.0,0.0,0,0,0,0,1,1,1,0,0.75,1.0,1.0,0.25,0.5,1.0,0.0215,0
0,0,18,1,1,1,0.8,0.8,1,1,0,1,0,0,1,0,0,0.3333,0.3333,0.0,0,0,0,1,0,1,1,0,0.75,0.5,1.0,0.0,0.25,0.0,0.0,1
0,0,16,1,1,0,0.6,0.4,1,0,0,0,1,0,1,0,0,0.3333,0.3333,0.5,0,1,0,1,1,1,0,1,0.25,1.0,1.0,0.0,0.0,0.0,0.086,0
1,1,16,1,0,1,0.8,0.6,1,1,0,0,1,0,1,0,0,0.0,0.0,0.0,0,0,0,1,0,1,1,0,1.0,0.75,1.0,0.0,0.0,0.5,0.0753,1
1,1,17,0,0,1,0.4,0.2,0,1,0,0,1,0,1,0,0,0.3333,0.0,0.25,0,0,1,1,1,0,1,1,0.5,0.5,0.25,0.25,0.25,1.0,0.086,0
0,0,17,0,1,1,0.2,0.2,0,0,0,0,1,0,0,1,0,0.3333,0.0,0.0,0,1,0,1,1,0,1,1,0.5,1.0,1.0,0.25,0.25,0.75,0.0323,0
1,1,16,1,1,1,0.2,0.0,1,1,0,1,0,0,1,0,0,0.3333,0.3333,0.0,0,1,0,1,1,1,1,1,0.75,0.5,0.25,0.0,0.0,0.5,0.0,1
1,0,17,1,1,1,0.8,0.6,1,1,0,1,0,0,1,0,0,0.0,0.6667,0.0,0,1,0,1,1,1,1,1,0.75,0.75,0.5,0.0,0.5,0.75,0.0,1
0,1,18,1,0,1,0.2,0.2,0,0,0,0,1,0,1,0,0,0.3333,0.3333,0.0,0,1,0,1,1,1,0,0,0.75,0.5,0.5,0.0,0.75,1.0,0.0645,0
1,0,17,1,1,1,0.2,0.2,1,1,0,0,1,0,1,0,0,0.0,0.3333,0.0,0,1,0,0,0,1,0,0,0.75,0.75,0.75,0.0,0.5,0.0,0.0,1
0,1,17,0,1,1,0.4,0.2,1,1,0,0,0,1,1,0,0,0.6667,0.0,0.0,0,0,0,1,1,0,0,1,1.0,1.0,1.0,1.0,1.0,0.5,0.086,0
1,1,15,0,1,1,0.8,0.6,1,0,0,0,1,0,1,0,0,0.0,0.3333,0.0,0,1,0,1,1,1,1,1,0.75,1.0,0.25,0.0,0.0,1.0,0.0,1
0,0,18,1,0,0,0.2,0.4,0,1,0,1,0,0,1,0,0,0.3333,0.3333,0.0,0,0,0,0,1,1,1,0,0.75,0.75,0.5,0.0,0.25,0.75,0.0,1
0,1,15,1,0,0,0.4,0.4,1,1,0,1,0,0,1,0,0,0.6667,1.0,0.0,0,1,0,1,1,1,0,0,1.0,0.75,1.0,0.25,0.5,1.0,0.086,1
0,1,18,1,0,1,0.2,0.4,0,1,1,0,0,0,1,0,0,0.3333,0.0,0.0,0,1,0,0,0,1,0,0,0.75,0.0,0.75,1.0,1.0,0.0,0.086,0
0,0,15,0,1,1,0.2,0.2,0,1,1,0,0,0,0,1,0,0.3333,0.3333,0.0,0,1,0,1,1,1,1,0,0.75,0.5,0.5,0.0,0.0,0.25,0.0108,0
0,0,18,0,1,1,0.2,0.2,0,0,0,0,1,0,1,0,0,0.3333,0.0,0.25,0,0,0,0,0,0,1,1,0.5,0.25,0.5,0.0,0.0,0.25,0.043,0
0,1,20,0,1,1,0.2,0.2,1,1,0,0,1,0,0,0,1,0.3333,0.0,0.25,0,1,0,0,1,0,1,1,0.75,0.75,0.5,0.25,0.75,0.75,0.129,0
0,0,18,0,0,1,0.8,0.8,1,1,0,0,1,0,1,0,0,0.0,0.3333,0.0,0,0,0,1,1,1,1,0,1.0,0.75,0.5,0.5,0.75,0.25,0.0108,1
1,1,18,1,1,1,0.4,0.4,1,1,1,0,0,0,1,0,0,0.3333,0.3333,0.75,0,1,1,0,1,1,1,0,0.5,0.5,0.5,1.0,1.0,0.75,0.0968,0
1,0,17,1,1,1,0.2,0.2,0,1,0,0,1,0,1,0,0,0.0,0.3333,0.0,0,0,0,1,1,1,1,0,1.0,0.5,0.5,0.0,0.0,0.5,0.0,0
1,1,16,1,1,1,0.2,0.6,0,1,0,0,1,0,0,1,0,0.0,0.0,0.25,0,0,0,0,1,0,1,0,1.0,0.5,0.5,0.0,0.75,0.25,0.0215,0
1,1,16,1,1,1,0.8,0.8,1,1,0,0,1,0,1,0,0,0.0,0.0,0.0,0,1,0,1,1,1,1,0,0.5,0.75,0.75,0.0,0.75,1.0,0.043,1
0,0,16,0,1,1,0.2,0.2,0,1,0,0,0,1,0,1,0,1.0,0.6667,0.0,1,1,0,0,1,1,0,0,0.75,0.75,0.5,0.0,0.0,1.0,0.0215,0
1,0,17,1,1,1,0.8,0.6,1,1,0,1,0,0,1,0,0,0.0,0.3333,0.0,0,0,0,0,1,1,1,1,0.5,0.75,1.0,0.25,0.75,0.0,0.172,0
0,0,16,0,1,1,0.8,0.8,1,1,0,0,1,0,1,0,0,0.3333,0.6667,0.0,0,0,0,1,1,1,1,1,0.75,0.25,0.25,0.0,0.0,0.75,0.0645,1
0,1,16,1,0,1,0.8,0.6,1,1,0,0,1,0,0,1,0,0.0,0.0,0.0,0,0,0,1,1,1,1,0,0.75,0.25,1.0,0.0,1.0,1.0,0.086,1
0,1,18,0,1,1,0.2,0.2,1,1,1,0,0,0,1,0,0,0.3333,0.0,0.25,0,0,0,1,1,0,1,0,0.75,0.75,0.5,0.5,0.75,0.75,0.0,0
1,1,18,1,1,1,0.4,0.4,1,1,0,1,0,0,0,1,0,0.0,0.3333,0.0,0,0,0,0,1,0,1,0,1.0,1.0,0.75,0.5,1.0,0.25,0.172,0
0,0,17,1,1,1,0.4,0.4,1,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0,1,0,1,1,0,0,0,0.75,1.0,0.5,0.0,0.0,1.0,0.043,0
1,1,15,1,1,1,0.8,0.8,1,1,1,0,0,0,1,0,0,0.0,0.3333,0.0,0,1,1,0,0,1,1,0,1.0,0.75,0.25,0.5,0.75,1.0,0.0,0
0,0,18,0,0,1,0.8,0.8,1,1,0,1,0,0,1,0,0,0.3333,0.6667,0.0,0,0,0,0,1,1,1,0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,1
0,0,18,0,1,1,0.2,0.2,1,1,1,0,0,0,1,0,0,1.0,0.6667,0.0,0,0,0,0,1,1,1,0,0.75,0.5,0.25,0.0,0.25,0.75,0.043,0
1,0,16,1,0,1,0.8,0.8,1,1,0,0,0,1,1,0,0,0.0,0.6667,0.0,0,1,0,1,1,1,1,1,1.0,0.75,1.0,0.0,0.0,0.75,0.0215,1
1,1,17,0,1,1,0.4,0.4,1,1,0,0,1,0,0,1,0,0.3333,0.3333,0.0,0,1,0,1,1,1,1,0,0.75,1.0,0.25,0.0,0.0,0.0,0.0,1
1,1,15,1,1,1,0.8,0.8,1,1,0,1,0,0,1,0,0,0.3333,0.3333,0.0,0,1,0,1,1,1,1,0,0.75,0.5,0.0,0.0,0.0,1.0,0.0215,1
1,0,17,0,0,1,0.2,0.2,0,1,0,0,1,0,1,0,0,0.3333,0.6667,0.0,0,0,0,1,1,1,1,0,0.75,0.5,0.5,0.0,0.5,1.0,0.043,1
1,0,15,1,1,0,0.8,0.6,1,1,0,1,0,0,1,0,0,0.0,0.3333,0.0,0,1,0,1,1,1,1,0,0.75,0.5,0.25,0.0,0.0,0.0,0.0,1
1,1,15,1,1,0,0.4,0.4,1,1,1,0,0,0,0,0,1,0.0,0.6667,0.0,0,1,0,0,1,1,1,1,0.75,1.0,0.25,0.0,0.0,0.5,0.0,1
1,1,15,1,1,1,0.4,0.4,1,1,1,0,0,0,0,1,0,0.0,1.0,0.0,0,1,0,1,1,1,1,0,1.0,1.0,0.75,0.0,0.25,1.0,0.0645,1
1,0,17,1,0,1,0.2,0.2,0,0,0,0,1,0,1,0,0,0.0,0.6667,0.0,0,1,0,1,1,1,1,1,0.75,0.5,0.25,0.0,0.25,0.75,0.1075,0
1,1,16,1,0,1,0.4,0.2,0,1,0,0,1,0,1,0,0,0.0,0.0,0.25,0,0,0,1,1,1,0,1,0.75,0.75,0.75,0.5,1.0,1.0,0.0645,0
0,0,17,0,1,1,0.2,0.2,1,1,0,0,0,1,0,1,0,0.0,0.0,0.25,0,1,0,0,0,0,1,0,1.0,0.75,0.75,0.25,0.25,1.0,0.0,0
0,0,17,0,1,1,0.4,0.4,1,1,0,1,0,0,1,0,0,0.3333,0.3333,0.0,0,1,0,1,1,1,0,0,1.0,0.5,0.25,0.0,0.0,0.0,0.0,1
0,1,18,0,1,1,0.2,0.2,1,1,0,0,1,0,0,0,1,0.3333,0.0,0.25,0,1,0,0,1,0,1,1,1.0,0.5,0.5,0.25,0.5,1.0,0.0215,0
1,0,16,1,0,1,0.6,0.6,1,1,0,1,0,0,1,0,0,0.3333,0.3333,0.0,0,1,0,1,1,1,1,0,0.75,0.75,1.0,0.0,0.0,0.75,0.0,1
1,0,16,1,1,1,0.4,0.4,1,1,1,0,0,0,1,0,0,0.0,0.0,0.0,0,1,0,0,0,1,1,0,0.0,0.25,0.25,0.0,0.5,1.0,0.0645,0
1,1,17,1,0,1,0.2,0.2,1,1,0,0,1,0,1,0,0,0.3333,0.0,0.25,0,1,0,1,1,1,1,0,0.75,0.75,0.75,0.0,0.25,1.0,0.0,0
0,1,16,0,0,1,0.2,0.2,0,1,0,0,1,0,1,0,0,0.3333,0.0,0.0,0,0,0,1,1,1,1,0,0.75,1.0,1.0,0.25,0.75,1.0,0.0,0
0,0,16,0,1,1,0.2,0.2,0,1,0,0,1,0,0,1,0,0.3333,0.3333,0.75,1,1,0,0,1,1,0,0,0.5,0.75,0.5,0.0,0.0,0.0,0.0,0
0,0,17,0,0,0,0.4,0.2,1,1,0,1,0,0,1,0,0,0.3333,0.3333,0.0,0,0,0,1,1,1,1,1,1.0,0.5,0.5,0.0,0.25,0.25,0.0538,0
1,0,17,1,1,1,0.6,0.4,1,1,0,1,0,0,0,1,0,0.0,1.0,0.0,0,1,0,1,0,1,1,0,1.0,0.25,0.25,0.0,0.25,1.0,0.0,1
0,0,17,0,1,1,0.4,0.6,1,1,0,0,1,0,1,0,0,0.3333,0.0,0.0,0,1,0,0,1,1,1,0,1.0,1.0,1.0,0.0,0.5,0.5,0.0215,0
1,0,19,1,1,1,0.2,0.2,1,1,0,0,1,0,0,0,1,0.6667,0.6667,0.0,0,0,0,1,1,0,0,1,0.0,1.0,1.0,0.75,0.5,1.0,0.129,0
0,0,19,1,1,1,0.4,0.6,0,1,0,0,1,0,0,0,1,0.0,0.0,0.25,0,0,0,0,1,0,1,1,0.75,0.75,0.75,0.0,0.0,0.25,0.0,0
1,0,17,1,1,1,0.8,0.8,1,1,1,0,0,0,1,0,0,0.3333,0.0,0.25,0,1,0,0,1,1,1,0,0.75,0.25,0.75,0.25,0.5,0.25,0.3226,1
0,0,16,1,1,1,0.8,0.8,1,1,0,0,1,0,1,0,0,0.0,0.3333,0.0,0,1,0,0,1,1,1,1,0.75,0.5,0.75,0.0,0.25,0.5,0.043,0
0,0,16,0,1,0,0.4,0.4,1,1,0,0,1,0,1,0,0,0.0,0.3333,0.0,0,0,0,0,0,1,0,1,0.5,0.5,0.25,0.0,0.0,0.5,0.0215,0
1,1,15,1,0,1,0.4,0.4,1,1,1,0,0,0,1,0,0,0.3333,0.3333,0.0,0,0,1,1,1,1,1,0,1.0,0.5,0.5,0.0,0.5,0.75,0.0215,1
0,1,16,1,0,0,0.4,0.4,1,1,0,0,1,0,0,1,0,0.3333,0.3333,0.0,0,1,0,0,0,1,1,1,0.75,0.0,0.25,0.25,0.25,1.0,0.0,1
0,0,16,0,0,1,0.2,0.2,1,1,1,0,0,0,1,0,0,0.0,0.0,0.0,0,1,0,1,1,1,1,1,0.75,0.75,0.75,0.25,0.25,0.75,0.0215,1
0,0,17,0,1,1,0.2,0.2,0,1,0,1,0,0,1,0,0,0.3333,0.0,0.0,0,1,0,1,0,1,1,1,0.75,0.75,1.0,0.0,0.25,1.0,0.0,0
1,1,15,1,0,0,0.6,0.4,1,1,1,0,0,0,1,0,0,0.0,0.3333,0.0,0,1,0,0,1,1,1,0,0.75,0.25,0.25,0.0,0.0,0.0,0.0,1
1,1,15,1,0,1,0.2,0.4,1,1,0,0,1,0,1,0,0,0.3333,0.0,0.0,0,0,0,1,1,1,0,0,0.75,0.75,0.75,0.25,0.75,1.0,0.0215,0
0,1,17,1,1,1,0.2,0.2,1,1,1,0,0,0,1,0,0,0.0,0.3333,0.0,0,0,1,0,0,1,1,0,0.75,0.75,0.5,0.25,0.75,1.0,0.043,0
1,1,17,0,0,0,0.8,0.8,1,1,0,0,1,0,1,0,0,0.3333,0.3333,0.0,0,1,0,0,1,1,1,0,0.5,0.5,0.5,0.25,0.5,0.75,0.0,1
1,1,16,1,1,1,0.6,0.4,1,1,1,0,0,0,1,0,0,0.0,0.0,0.0,0,1,0,0,0,1,1,0,1.0,0.75,0.5,0.0,0.0,1.0,0.043,1
0,0,18,1,1,1,0.2,0.2,0,1,0,0,1,0,1,0,0,0.6667,0.3333,0.25,0,0,0,0,1,0,0,0,0.75,0.75,0.25,0.0,0.25,0.25,0.0215,0
1,0,17,1,1,1,0.6,0.8,1,1,0,0,1,0,1,0,0,0.0,0.6667,0.0,0,0,0,0,1,1,1,0,0.75,0.75,1.0,0.0,0.5,1.0,0.086,1
1,0,17,1,1,1,0.4,0.2,1,1,0,0,1,0,1,0,0,0.3333,0.3333,0.0,0,1,0,1,1,1,1,1,0.75,0.5,0.75,0.25,0.25,0.0,0.1075,1
1,0,16,1,1,1,0.6,0.6,1,1,1,0,0,0,1,0,0,0.0,0.6667,0.0,0,1,0,0,1,1,1,1,0.75,0.5,0.5,0.0,0.5,0.75,0.0215,0
1,0,18,1,1,1,0.4,0.4,0,1,1,0,0,0,1,0,0,0.0,0.6667,0.0,0,1,0,1,1,1,1,1,0.75,0.5,0.5,0.0,0.0,0.5,0.0,1
1,1,16,1,1,1,0.8,0.6,1,1,0,1,0,0,1,0,0,0.0,1.0,0.0,0,0,0,1,1,1,1,0,0.75,0.25,0.25,0.0,0.0,0.25,0.0215,1
1,0,16,1,0,1,0.2,0.2,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0.5,0.75,0.75,0.5,0.5,0.0,0.043,0
1,1,15,1,1,1,0.8,0.8,1,1,0,1,0,0,1,0,0,0.0,0.3333,0.0,0,1,0,1,1,1,0,0,0.5,0.25,0.25,0.0,0.0,1.0,0.086,1
1,1,16,0,1,0,0.8,0.8,1,1,0,1,0,0,1,0,0,0.3333,0.6667,0.0,0,1,0,1,1,1,1,1,0.25,0.75,0.5,0.0,0.0,1.0,0.043,1
0,0,19,1,1,1,0.2,0.2,1,1,0,0,1,0,0,0,1,0.3333,0.3333,0.25,0,1,0,0,1,1,1,1,0.0,0.0,0.75,0.75,0.0,0.0,0.129,0
1,1,18,1,1,1,0.8,0.8,1,1,0,0,1,0,1,0,0,0.0,0.6667,0.0,0,0,0,1,1,1,1,0,0.75,0.5,0.5,0.25,0.25,0.5,0.0,1
1,0,17,1,1,1,0.4,0.4,1,1,0,0,1,0,1,0,0,0.0,0.3333,0.0,0,1,0,0,1,1,0,1,0.75,0.25,0.25,0.0,0.0,0.5,0.043,1
1,1,17,0,0,1,0.2,0.2,1,1,0,0,1,0,1,0,0,1.0,0.3333,0.0,0,0,0,1,1,0,0,1,1.0,0.5,1.0,0.0,1.0,1.0,0.0,0
1,1,16,0,0,1,0.6,0.6,1,1,1,0,0,0,0,1,0,0.6667,0.0,0.0,0,1,0,1,1,1,1,0,0.5,0.5,0.75,0.5,1.0,0.5,0.172,0
1,0,18,1,0,1,0.4,0.4,1,1,1,0,0,0,0,0,1,0.0,0.3333,0.0,0,0,0,1,0,1,1,1,0.75,0.5,0.5,0.0,0.0,0.25,0.0,0
0,0,16,0,1,1,0.4,0.4,1,1,0,0,1,0,1,0,0,0.3333,0.3333,0.0,0,1,0,1,1,1,1,0,0.75,0.75,0.75,0.0,0.0,1.0,0.0,1
1,0,17,1,1,1,0.6,0.6,1,1,1,0,0,0,1,0,0,0.0,0.6667,0.0,0,0,0,1,0,1,0,0,0.5,0.25,0.5,0.0,0.0,0.75,0.0215,1
1,1,15,1,0,1,0.6,0.6,1,1,0,0,1,0,1,0,0,0.0,0.3333,0.0,0,0,0,1,0,1,1,0,1.0,0.5,0.25,0.0,0.0,0.25,0.0,1
1,0,16,1,1,1,0.8,0.4,1,1,1,0,0,0,1,0,0,0.3333,0.3333,0.0,0,1,0,1,1,1,1,0,1.0,0.5,0.5,0.0,0.0,0.0,0.0215,1
1,0,15,1,0,0,0.6,0.8,1,1,1,0,0,0,1,0,0,0.0,0.3333,0.0,1,0,0,1,1,1,1,1,1.0,0.5,0.25,0.0,0.0,0.0,0.0,0
1,0,16,1,1,1,0.6,0.2,1,1,0,0,1,0,1,0,0,0.0,1.0,0.0,1,1,0,0,1,1,1,0,0.75,0.5,0.5,0.0,0.25,1.0,0.0,0
0,0,16,0,0,1,0.2,0.4,0,1,0,0,1,0,1,0,0,0.0,0.3333,0.0,0,0,0,1,1,0,1,0,0.75,0.75,1.0,0.0,0.5,0.5,0.0,0
1,0,17,1,0,1,0.8,0.4,1,1,0,1,0,0,1,0,0,0.0,1.0,0.0,0,1,0,1,1,1,1,0,0.75,0.25,0.5,0.0,0.0,0.75,0.0215,1
0,0,15,0,1,1,0.2,0.2,0,1,0,0,0,1,1,0,0,0.0,0.0,0.25,0,1,0,0,1,1,0,1,0.75,0.0,0.5,0.0,0.0,0.25,0.0645,0
0,0,18,0,0,0,0.2,0.4,0,1,0,0,1,0,1,0,0,0.6667,0.3333,0.0,0,0,0,0,1,1,0,1,0.75,0.5,0.75,0.0,0.75,1.0,0.0,1
1,0,17,1,1,1,0.8,0.8,1,1,0,0,1,0,1,0,0,0.0,0.0,0.0,0,0,0,1,1,1,1,0,1.0,0.5,0.75,0.0,0.25,1.0,0.0215,1
0,0,17,1,1,1,0.6,0.4,0,1,1,0,0,0,1,0,0,0.3333,0.0,0.0,0,0,0,0,1,1,0,1,0.75,0.5,0.5,0.25,0.25,0.0,0.0538,0
1,0,15,1,1,1,0.2,0.4,0,1,0,0,1,0,1,0,0,0.0,0.3333,0.0,0,0,0,0,0,1,1,0,0.5,0.25,0.5,0.0,0.25,0.0,0.0,1
0,0,17,0,1,1,0.4,0.4,1,1,0,0,0,1,1,0,0,0.3333,0.3333,0.0,1,0,1,0,1,1,0,0,1.0,0.0,0.5,0.0,0.0,1.0,0.0,0
0,0,16,1,1,1,0.6,0.6,1,1,0,1,0,0,1,0,0,0.0,0.0,0.0,0,0,0,1,1,0,1,1,0.75,1.0,0.75,0.0,0.0,0.75,0.0,1
1,1,18,1,0,1,0.4,0.2,1,1,0,0,1,0,1,0,0,0.6667,0.3333,0.25,0,0,0,1,0,0,1,0,0.75,0.75,1.0,0.75,0.75,1.0,0.043,0
1,1,16,1,1,1,0.8,0.8,1,1,0,0,1,0,1,0,0,0.0,0.6667,0.0,0,1,0,1,1,1,1,0,1.0,0.5,0.5,0.0,0.5,1.0,0.0,1
0,0,16,1,1,1,0.8,0.8,1,1,0,0,1,0,1,0,0,0.3333,0.6667,0.0,0,1,0,0,1,1,1,1,1.0,0.5,1.0,0.0,0.75,1.0,0.0108,0
1,1,17,1,0,0,0.8,0.8,1,1,0,1,0,0,1,0,0,0.0,0.6667,0.0,0,1,0,0,1,1,1,0,0.75,0.75,0.25,0.0,0.25,0.75,0.0215,1
1,0,16,1,1,1,0.8,0.6,1,1,1,0,0,0,1,0,0,0.0,0.6667,0.0,1,1,0,1,1,1,1,0,0.5,0.75,0.75,0.25,0.75,0.75,0.0,1
1,1,15,1,0,1,0.2,0.4,1,0,1,0,0,0,0,1,0,0.0,0.3333,0.0,1,1,0,1,1,1,1,0,0.75,0.5,0.25,0.0,0.0,1.0,0.0,1
1,0,18,1,1,1,0.8,0.6,1,1,0,0,1,0,1,0,0,0.0,0.6667,0.0,0,1,0,1,1,1,1,1,0.75,0.5,0.75,0.0,0.0,1.0,0.0215,1
1,0,16,1,1,0,0.8,0.2,1,1,1,0,0,0,1,0,0,0.0,0.3333,0.0,0,0,0,1,1,1,1,1,1.0,0.5,0.5,0.0,0.25,1.0,0.0,1
0,0,17,1,1,1,0.8,0.8,1,1,0,0,1,0,0,1,0,0.0,0.3333,0.0,0,1,0,0,1,1,1,0,1.0,0.25,1.0,0.0,0.0,1.0,0.0,1
0,0,16,0,1,1,0.4,0.4,1,1,0,0,1,0,1,0,0,0.6667,0.3333,0.0,0,1,0,0,1,1,1,0,0.75,0.75,1.0,0.0,0.0,0.75,0.043,0
1,0,17,1,1,1,0.6,0.2,1,0,1,0,0,0,1,0,0,0.0,0.0,0.25,0,1,1,0,1,1,1,1,0.75,0.0,0.25,0.0,0.0,0.5,0.0645,1
0,1,18,1,1,1,0.8,0.8,1,1,1,0,0,0,0,1,0,0.0,0.3333,0.0,0,0,0,1,0,1,1,0,0.5,0.25,0.75,0.0,0.75,0.25,0.043,1
1,0,16,1,0,1,0.4,0.8,1,1,0,0,1,0,0,1,0,0.3333,0.3333,0.0,0,1,0,1,1,1,1,1,0.75,0.25,0.25,0.0,0.25,1.0,0.0215,1
0,0,18,1,1,1,0.2,0.4,0,0,0,0,1,0,0,1,0,0.3333,0.3333,0.0,0,1,0,0,1,0,0,0,0.75,0.0,0.0,0.0,0.0,0.75,0.0,0
1,0,17,1,1,1,0.8,0.6,1,1,0,1,0,0,1,0,0,0.0,0.6667,0.0,0,1,0,0,1,1,1,0,0.75,0.25,0.25,0.0,0.25,0.5,0.0,1
1,1,18,1,0,1,0.8,0.6,1,1,0,0,1,0,1,0,0,0.3333,0.0,0.0,0,0,0,1,1,1,1,0,0.75,0.25,0.5,0.0,0.25,0.0,0.0,0
0,0,15,1,1,1,0.4,0.2,0,1,1,0,0,0,1,0,0,0.0,0.3333,0.0,1,1,0,0,0,1,1,0,0.75,0.75,0.25,0.5,0.5,0.25,0.0,0
1,1,16,1,1,1,0.6,0.4,0,1,0,1,0,0,1,0,0,0.3333,0.6667,0.0,0,0,0,1,1,1,1,1,1.0,0.5,0.5,0.0,0.5,0.25,0.0,1
1,0,17,0,1,0,0.6,0.4,1,1,1,0,0,0,1,0,0,0.0,0.3333,0.0,0,1,0,0,1,1,1,0,0.75,0.5,0.5,0.25,0.5,0.25,0.0,1
1,1,17,1,1,1,0.6,0.6,1,1,1,0,0,0,1,0,0,0.0,0.0,0.0,0,1,0,0,1,1,1,0,0.75,0.75,0.5,0.0,0.5,1.0,0.0,1
1,0,17,1,0,1,0.4,0.4,1,1,0,0,1,0,0,1,0,0.0,0.0,0.0,0,1,0,0,1,1,1,1,0.5,0.75,0.75,0.0,0.5,1.0,0.0215,1
1,1,15,1,1,1,0.8,0.8,1,1,0,0,1,0,1,0,0,0.0,0.0,0.0,0,1,1,1,0,1,1,0,1.0,0.5,0.5,0.0,0.0,1.0,0.0215,1
1,0,16,1,1,1,0.4,0.4,1,1,1,0,0,0,1,0,0,0.0,0.3333,0.0,0,1,0,0,0,1,1,0,1.0,0.0,1.0,0.0,0.0,0.75,0.0,1
0,0,16,0,1,1,0.4,0.6,0,1,0,0,0,1,1,0,0,0.3333,0.3333,0.0,0,1,0,1,1,1,1,0,0.5,0.5,0.5,0.0,0.0,0.25,0.0,0
0,0,16,0,1,1,0.4,0.4,1,1,0,0,1,0,0,1,0,0.6667,0.3333,0.0,0,1,0,0,1,0,1,0,0.5,0.75,1.0,0.0,0.25,0.0,0.0108,0
1,0,17,1,1,0,0.6,0.6,1,1,0,1,0,0,1,0,0,0.0,0.3333,0.0,0,1,0,0,0,1,1,1,0.5,0.5,0.5,0.0,0.5,0.5,0.1075,1
0,0,18,1,1,1,0.2,0.2,1,1,0,0,1,0,1,0,0,0.3333,0.3333,0.0,0,0,0,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0645,0
1,1,18,1,1,1,0.4,0.4,1,1,0,1,0,0,1,0,0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,1.0,0.75,0.25,0.0,0.25,1.0,0.0645,1
1,1,17,0,1,1,0.2,0.4,0,0,1,0,0,0,1,0,0,0.0,0.3333,0.0,0,1,0,1,0,1,0,1,0.5,1.0,0.25,0.25,0.25,0.0,0.0215,1
0,0,15,0,0,1,0.2,0.2,0,1,0,0,1,0,1,0,0,0.3333,0.0,0.0,0,1,0,0,1,0,0,1,1.0,0.25,0.0,0.0,0.5,0.75,0.0,0
1,0,18,1,0,1,0.8,0.6,1,1,1,0,0,0,0,0,1,0.3333,0.3333,0.0,0,1,0,0,1,1,1,1,0.75,0.75,1.0,0.0,0.25,0.25,0.0,1
1,1,18,1,0,1,0.6,0.2,1,1,0,0,1,0,1,0,0,0.3333,0.0,0.0,0,0,0,1,1,1,1,1,0.5,0.5,0.75,0.75,1.0,0.75,0.0215,0
1,1,17,1,1,1,0.6,0.6,1,1,0,1,0,0,1,0,0,0.0,0.0,0.0,0,0,0,1,0,1,1,0,0.75,0.5,1.0,0.5,1.0,1.0,0.0,1
1,0,18,1,0,1,0.8,0.6,1,1,0,0,1,0,1,0,0,0.3333,0.0,0.0,0,1,0,0,1,1,1,0,0.5,0.25,0.75,0.0,0.75,0.0,0.086,1
1,1,18,1,1,1,0.8,0.4,1,1,0,1,0,0,0,1,0,0.0,0.3333,0.0,0,1,0,1,1,1,1,1,1.0,0.75,1.0,0.0,0.5,1.0,0.043,1
1,0,17,1,1,0,0.8,0.6,1,1,0,0,1,0,1,0,0,0.0,0.3333,0.0,0,1,0,0,1,1,1,1,1.0,0.25,0.25,0.0,0.25,1.0,0.1505,1
1,1,18,1,0,1,0.8,0.8,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,0,1,0,0,1,1,1,0,0.75,0.25,1.0,0.5,0.75,1.0,0.0215,0
1,0,16,1,1,1,0.8,0.4,1,1,0,0,1,0,1,0,0,0.0,0.3333,0.0,0,1,1,0,1,1,1,0,0.75,0.25,0.5,0.0,0.0,1.0,0.0215,1
0,0,16,0,0,1,0.4,0.2,1,1,1,0,0,0,1,0,0,0.0,0.0,0.0,0,1,0,0,1,1,1,1,1.0,0.75,0.5,0.0,0.0,1.0,0.0215,0
1,0,16,1,1,1,0.6,0.6,1,1,0,1,0,0,1,0,0,0.6667,0.3333,0.0,1,1,0,1,1,1,0,0,1.0,0.5,0.25,0.0,0.0,0.75,0.0215,1
1,1,17,1,1,1,0.2,0.4,0,1,0,0,0,1,0,0,1,0.3333,0.3333,0.0,0,0,0,1,0,1,1,0,0.75,0.75,0.75,0.75,1.0,1.0,0.172,0
